צורת יישוב,שם יישוב,סמל יישוב,אזור סטטיסטי,אוכלוסייה בתחילת שנה,לידות,פטירות,ריבוי טבעי,עולים,איחוד משפחות,"ישראלים יוצאים לחו""ל","ישראלים חוזרים מחו""ל","מאזן ישראלים יוצאים לחו""ל וחוזרים מחו""ל",הגירה בתוך יישוב בתוך אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בתוך אזורים סטטיסטיים - נכנסים,הגירה בתוך יישוב בין אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בין אזורים סטטיסטיים - נכנסים,מאזן הגירה בתוך יישוב בין אזורים סטטיסטיים,הגירה בין יישובים - יוצאים,הגירה בין יישובים - נכנסים,מאזן הגירה בין יישובים,"סה""כ גידול",אוכלוסייה בסוף שנה,אחוז גידול שנתי
,הרצלייה,6400,24,"3,412",51,35,16,..,..,8,6,..,61,61,146,80,-66,132,135,..,-47,"3,366",-1.36%
,הרצלייה,6400,31,"1,841",26,14,12,6,-,5,..,..,12,12,44,47,..,75,84,9,22,"1,863",1.22%
,הרצלייה,6400,32,"2,220",34,17,17,7,..,..,9,7,17,17,86,79,-7,114,67,-47,4,"2,224",0.18%
,הרצלייה,6400,33,"3,091",45,30,15,7,..,4,..,..,31,31,111,128,17,94,87,-7,37,"3,128",1.19%
,הרצלייה,6400,34,"4,237",57,44,13,17,..,8,9,..,48,48,173,144,-29,171,205,34,48,"4,286",1.14%
,הרצלייה,6400,35,"4,062",61,51,10,9,5,8,4,-4,31,31,202,171,-31,224,165,-59,-68,"3,994",-1.68%
,הרצלייה,6400,41,"3,141",52,29,23,5,-,8,7,..,38,38,162,129,-33,108,120,12,4,"3,145",0.13%
,הרצלייה,6400,42,"3,350",52,35,17,8,..,17,9,-8,31,31,140,131,-9,107,150,43,38,"3,388",1.15%
,הרצלייה,6400,43,"3,161",36,25,11,5,..,12,8,-4,15,15,110,164,54,99,107,8,99,"3,260",3.13%
,הרצלייה,6400,44,"2,968",30,16,14,11,-,7,..,-4,32,32,128,86,-42,110,110,-,-6,"2,962",-0.20%
,הרצלייה,6400,51,"3,220",50,26,24,5,..,6,5,..,26,26,75,77,..,114,126,12,71,"3,292",2.21%
,הרצלייה,6400,52,"3,596",40,26,14,10,..,6,..,-4,70,70,135,181,46,98,166,68,150,"3,747",4.18%
,הרצלייה,6400,53,"1,555",60,-,60,16,..,5,12,7,29,29,36,287,251,46,443,397,692,"2,247",44.51%
,הרצלייה,6400,54,"5,727",58,31,27,10,-,22,8,-14,28,28,176,73,-103,100,169,69,12,"5,738",0.21%
,הרצלייה,6400,55,"2,637",25,8,17,6,..,10,7,..,10,10,103,82,-21,87,90,..,..,"2,638",0.06%
,הרצלייה,6400,56,"3,882",48,20,28,11,..,5,..,..,59,59,141,106,-35,147,156,9,41,"3,923",1.07%
,הרצלייה,6400,57,"2,923",55,26,29,..,-,-,5,5,21,21,112,167,55,103,174,71,179,"3,102",6.14%
,הרצלייה,6400,61,"1,056",33,7,26,39,..,75,4,-71,13,13,19,108,89,36,245,209,152,"1,208",14.38%
,הרצלייה,6400,63,"3,842",41,24,17,5,-,20,19,..,68,68,79,72,-7,115,229,114,159,"4,001",4.15%
,הרצלייה,6400,64,"2,818",34,21,13,42,..,22,14,-8,25,25,102,82,-20,108,143,35,40,"2,858",1.43%
,הרצלייה,6400,65,"3,771",28,44,-16,97,..,78,6,-72,41,41,104,35,-69,119,163,44,-149,"3,622",-3.95%
,הרצלייה,6400,66,"4,561",48,21,27,67,6,27,10,-17,46,46,87,105,18,141,236,95,183,"4,744",4.01%
,חדרה,6500,0,-,-,4,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,חדרה,6500,11,"3,655",58,28,30,10,..,5,8,..,44,44,137,126,-11,90,89,..,41,"3,696",1.11%
,חדרה,6500,12,"3,929",56,34,22,6,..,6,7,..,48,48,140,107,-33,116,64,-52,-31,"3,898",-0.78%
,חדרה,6500,13,"5,854",105,42,63,6,..,11,4,-7,82,82,134,221,87,155,157,..,117,"5,971",2.00%
,חדרה,6500,21,"3,385",52,18,34,9,-,..,..,..,27,27,207,138,-69,91,92,..,26,"3,411",0.77%
,חדרה,6500,23,"7,359",95,29,66,9,-,13,7,-6,46,46,127,111,-16,148,111,-37,-73,"7,286",-0.99%
,חדרה,6500,24,"3,781",63,31,32,5,5,13,..,-12,21,21,156,71,-85,54,79,25,..,"3,778",-0.08%
,חדרה,6500,31,"4,841",81,37,44,10,8,11,6,-5,38,38,215,212,..,131,91,-40,31,"4,872",0.64%
,חדרה,6500,32,"5,986",129,60,69,21,4,7,11,4,81,81,267,254,-13,150,180,30,141,"6,127",2.35%
,חדרה,6500,41,"14,056",241,61,180,34,7,28,15,-13,395,395,374,549,175,335,594,259,656,"14,712",4.66%
,חדרה,6500,42,"2,697",33,18,15,-,..,..,..,..,28,28,85,86,..,72,51,-21,29,"2,726",1.09%
,חדרה,6500,43,"2,668",50,42,8,4,-,..,..,..,28,28,129,74,-55,75,79,4,-13,"2,655",-0.49%
,חדרה,6500,44,"4,752",87,19,68,6,..,..,..,-,67,67,100,97,..,131,79,-52,16,"4,769",0.34%
,חדרה,6500,45,"4,051",61,42,19,14,..,7,9,..,23,23,186,159,-27,114,123,9,..,"4,054",0.06%
,חדרה,6500,51,"4,595",65,56,9,14,4,12,20,8,73,73,203,321,118,116,183,67,239,"4,834",5.19%
,חדרה,6500,52,"4,123",54,71,-17,14,4,..,-,..,56,56,225,254,29,88,139,51,141,"4,265",3.43%
,חדרה,6500,53,"4,138",54,36,18,15,4,5,14,9,55,55,247,214,-33,113,99,-14,5,"4,143",0.12%
,חדרה,6500,61,"3,890",47,38,9,-,..,..,11,10,48,48,129,100,-29,132,98,-34,-21,"3,869",-0.55%
,חדרה,6500,62,"2,819",42,23,19,6,..,7,..,-5,64,64,89,77,-12,92,99,7,-105,"2,714",-3.72%
,חדרה,6500,63,"4,088",65,32,33,27,..,7,8,..,82,82,150,139,-11,124,226,102,149,"4,238",3.65%
,חדרה,6500,64,"5,816",117,45,72,6,7,16,10,-6,119,119,184,173,-11,178,291,113,193,"6,009",3.32%
,חדרה,6500,65,849,8,..,7,7,-,..,..,..,13,13,33,34,..,19,40,21,33,883,3.93%
,קריית אתא,6800,0,-,-,4,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,קריית אתא,6800,11,"6,512",55,22,33,..,..,11,5,-6,67,67,74,40,-34,211,113,-98,-76,"6,437",-1.16%
,קריית אתא,6800,12,"4,998",107,60,47,7,5,13,-,-13,98,98,127,195,68,153,276,123,223,"5,220",4.45%
,קריית אתא,6800,13,"4,102",63,47,16,9,..,10,..,-8,49,49,171,125,-46,124,99,-25,-47,"4,054",-1.15%
,קריית אתא,6800,14,"3,983",52,41,11,12,11,6,..,-4,26,26,178,98,-80,163,108,-55,-91,"3,892",-2.28%
,קריית אתא,6800,21,"6,464",105,56,49,12,..,6,7,..,66,66,256,249,-7,205,163,-42,18,"6,483",0.29%
,קריית אתא,6800,22,"5,485",113,32,81,..,4,..,4,..,152,152,271,248,-23,176,136,-40,12,"5,497",0.23%
,קריית אתא,6800,23,"5,083",101,38,63,4,..,9,4,-5,43,43,228,133,-95,172,98,-74,-104,"4,978",-2.05%
,קריית אתא,6800,24,"5,953",104,34,70,..,..,16,..,-13,79,79,200,233,33,117,120,..,125,"6,079",2.11%
,קריית אתא,6800,25,"8,503",128,27,101,5,..,..,10,9,135,135,184,436,252,227,170,-57,311,"8,814",3.66%
,קריית אתא,6800,31,"4,491",49,26,23,-,..,..,..,..,39,39,129,84,-45,138,119,-19,-52,"4,439",-1.15%
,קריית אתא,6800,32,"3,457",51,48,..,4,4,..,..,..,12,12,103,80,-23,138,111,-27,14,"3,471",0.40%
,לוד,7000,0,-,-,..,..,..,-,-,-,-,-,-,-,-,-,..,-,..,-,-,0.00%
,לוד,7000,12,"6,389",178,16,162,-,-,..,..,..,17,17,77,29,-48,96,63,-33,83,"6,472",1.30%
,לוד,7000,13,"7,347",166,61,105,4,..,18,5,-13,105,105,191,119,-72,272,192,-80,-49,"7,298",-0.67%
,לוד,7000,14,"4,068",77,25,52,..,..,..,..,..,28,28,73,48,-25,63,33,-30,..,"4,067",-0.03%
,לוד,7000,15,"4,287",112,16,96,..,9,7,..,-4,46,46,108,42,-66,64,65,..,46,"4,333",1.07%
,לוד,7000,21,"4,175",96,21,75,-,..,..,..,..,38,38,59,115,56,146,73,-73,59,"4,235",1.42%
,לוד,7000,22,"3,559",68,39,29,10,9,12,..,-11,29,29,91,99,8,105,66,-39,58,"3,617",1.64%
,לוד,7000,23,"5,977",208,23,185,..,..,4,..,..,106,106,45,180,135,225,"2,849","2,624","2,924","8,900",48.92%
,לוד,7000,24,"3,160",50,27,23,..,..,..,..,..,20,20,51,61,10,104,69,-35,..,"3,163",0.10%
,לוד,7000,25,"3,034",71,20,51,8,-,6,..,..,27,27,99,121,22,134,62,-72,8,"3,041",0.25%
,לוד,7000,31,"2,320",54,38,16,..,-,6,..,..,9,9,130,67,-63,88,59,-29,-56,"2,264",-2.40%
,לוד,7000,32,"4,910",101,33,68,5,..,4,..,..,42,42,109,101,-8,137,89,-48,90,"4,999",1.82%
,לוד,7000,41,"2,864",64,31,33,5,..,..,..,..,28,28,87,82,-5,89,76,-13,45,"2,909",1.57%
,לוד,7000,42,"6,861",190,50,140,12,..,13,14,..,343,343,81,137,56,208,449,241,452,"7,314",6.59%
,לוד,7000,43,"1,757",42,27,15,4,..,6,-,-6,20,20,76,70,-6,102,58,-44,-25,"1,733",-1.40%
,לוד,7000,44,"4,816",164,14,150,-,..,-,..,..,8,8,23,11,-12,87,51,-36,118,"4,934",2.44%
,לוד,7000,51,"3,385",28,21,7,12,..,5,..,..,23,23,67,87,20,129,72,-57,11,"3,396",0.33%
,לוד,7000,52,"2,779",33,26,7,17,10,6,4,..,27,27,69,75,6,131,59,-72,-56,"2,722",-2.03%
,לוד,7000,53,"3,260",36,33,..,9,10,6,8,..,54,54,85,78,-7,129,108,-21,-9,"3,251",-0.26%
,לוד,7000,54,"2,276",22,15,7,..,7,..,4,..,30,30,65,64,..,75,53,-22,7,"2,283",0.31%
,נס ציונה,7200,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,נס ציונה,7200,1,"4,044",59,28,31,..,..,5,-,-5,48,48,48,98,50,122,161,39,128,"4,172",3.17%
,נס ציונה,7200,2,"6,479",62,7,55,..,-,..,..,..,99,99,154,99,-55,130,116,-14,-37,"6,442",-0.58%
,נס ציונה,7200,3,"3,326",53,29,24,..,-,5,..,-4,..,..,49,52,..,107,109,..,17,"3,343",0.51%
,נס ציונה,7200,4,"4,493",62,43,19,..,..,10,10,-,80,80,95,74,-21,157,103,-54,-50,"4,443",-1.12%
,נס ציונה,7200,5,"3,802",23,5,18,..,..,..,6,..,17,17,39,31,-8,77,27,-50,-29,"3,773",-0.77%
,נס ציונה,7200,6,"8,805",71,18,53,4,-,11,15,4,112,112,120,81,-39,162,116,-46,22,"8,827",0.25%
,נס ציונה,7200,7,"6,094",69,46,23,..,..,4,5,..,82,82,105,135,30,172,118,-54,26,"6,120",0.42%
,נס ציונה,7200,8,"6,877",99,45,54,4,..,7,9,..,119,119,137,181,44,193,191,..,190,"7,067",2.76%
,נס ציונה,7200,11,"6,430",62,16,46,..,-,4,..,..,74,74,48,44,-4,79,118,39,90,"6,520",1.40%
,עפולה,7700,0,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,..,..,-,-,0.00%
,עפולה,7700,11,"3,497",103,39,64,22,5,10,..,-8,106,106,183,82,-101,58,164,106,127,"3,624",3.64%
,עפולה,7700,12,"2,008",27,14,13,5,..,5,4,..,5,5,72,51,-21,46,59,13,15,"2,023",0.74%
,עפולה,7700,13,"3,496",89,50,39,14,..,18,4,-14,85,85,215,97,-118,88,226,138,82,"3,578",2.35%
,עפולה,7700,14,156,-,-,-,-,-,-,-,-,-,-,-,..,..,..,-,..,41,197,26.61%
,עפולה,7700,15,"4,538",162,38,124,..,-,-,5,5,116,116,142,50,-92,103,294,191,233,"4,771",5.13%
,עפולה,7700,16,"3,872",69,22,47,7,..,-,..,..,65,65,117,186,69,86,314,228,358,"4,231",9.26%
,עפולה,7700,18,"6,814",194,14,180,8,4,4,7,..,317,317,257,388,131,402,880,478,828,"7,642",12.15%
,עפולה,7700,21,"9,102",180,51,129,..,9,4,8,4,260,260,293,625,332,262,598,336,627,"9,728",6.88%
,עפולה,7700,23,"5,825",112,64,48,15,4,8,6,..,99,99,299,290,-9,168,230,62,92,"5,918",1.58%
,עפולה,7700,24,"4,700",84,51,33,9,..,12,..,-9,100,100,313,243,-70,144,187,43,15,"4,714",0.32%
,עפולה,7700,25,"5,355",103,24,79,8,..,9,8,..,59,59,349,202,-147,127,202,75,25,"5,380",0.47%
,עפולה,7700,26,"4,886",57,20,37,..,..,..,4,..,23,23,162,187,25,96,103,7,76,"4,962",1.55%
,רמלה,8500,0,-,-,-,-,..,-,-,-,-,-,-,..,-,..,-,-,-,-,-,0.00%
,רמלה,8500,11,"3,328",50,..,47,6,..,-,..,..,..,..,21,..,-20,28,17,-11,-14,"3,313",-0.43%
,רמלה,8500,12,"2,426",31,21,10,8,..,5,-,-5,29,29,68,39,-29,100,58,-42,-62,"2,364",-2.57%
,רמלה,8500,13,"5,663",93,28,65,33,..,13,5,-8,87,87,124,107,-17,202,87,-115,-37,"5,625",-0.66%
,רמלה,8500,14,"4,332",98,39,59,22,9,..,..,..,58,58,141,88,-53,126,71,-55,-18,"4,314",-0.41%
,רמלה,8500,17,"4,104",92,26,66,..,6,..,..,-,41,41,84,53,-31,83,64,-19,35,"4,139",0.85%
,רמלה,8500,18,"2,426",41,14,27,..,..,..,..,..,5,5,65,31,-34,39,22,-17,..,"2,425",-0.08%
,רמלה,8500,21,"2,329",46,28,18,..,..,4,-,-4,20,20,106,71,-35,40,58,18,..,"2,328",-0.04%
,רמלה,8500,22,"3,784",52,48,4,7,..,..,..,..,56,56,87,108,21,100,58,-42,-11,"3,773",-0.29%
,רמלה,8500,23,"2,162",49,26,23,10,..,..,..,-,..,..,79,53,-26,61,52,-9,-6,"2,156",-0.28%
,רמלה,8500,24,"4,388",76,19,57,-,5,-,..,..,32,32,110,251,141,107,88,-19,189,"4,577",4.31%
,רמלה,8500,31,"3,676",64,18,46,..,-,4,..,..,71,71,64,510,446,102,500,398,887,"4,562",24.12%
,רמלה,8500,32,"3,265",64,22,42,7,..,..,..,..,50,50,152,134,-18,118,84,-34,29,"3,294",0.90%
,רמלה,8500,33,"2,672",51,13,38,..,..,4,5,..,9,9,145,92,-53,82,38,-44,-58,"2,614",-2.15%
,רמלה,8500,34,"2,994",53,27,26,..,6,..,7,5,33,33,167,75,-92,118,42,-76,-114,"2,880",-3.82%
,רמלה,8500,35,"3,238",69,32,37,16,4,12,..,-9,33,33,112,85,-27,74,18,-56,-7,"3,231",-0.23%
,רמלה,8500,41,"9,228",170,12,158,..,..,9,..,-7,129,129,95,161,66,374,181,-193,44,"9,273",0.48%
,רמלה,8500,42,"5,142",108,35,73,12,7,11,8,..,48,48,225,149,-76,159,71,-88,-62,"5,080",-1.20%
,רמלה,8500,43,"4,352",91,42,49,6,4,7,..,-4,27,27,214,137,-77,130,50,-80,-85,"4,267",-1.95%
,רמלה,8500,44,"3,067",43,25,18,65,..,12,-,-12,18,18,135,63,-72,91,57,-34,-36,"3,031",-1.18%
,רמלה,8500,45,"3,672",125,22,103,-,-,-,-,-,23,23,19,8,-11,57,29,-28,70,"3,742",1.90%
,רעננה,8700,0,-,-,6,-6,4,-,-,-,-,-,-,-,4,4,4,-,-4,-,-,0.00%
,רעננה,8700,12,"2,508",29,17,12,33,-,4,..,..,21,21,103,151,48,91,156,65,150,"2,658",5.98%
,רעננה,8700,13,"3,761",46,18,28,42,-,11,11,-,69,69,135,146,11,156,97,-59,5,"3,766",0.12%
,רעננה,8700,14,"2,652",44,11,33,23,-,6,10,4,16,16,112,86,-26,104,84,-20,16,"2,668",0.60%
,רעננה,8700,15,"2,166",35,23,12,51,..,4,15,11,30,30,157,77,-80,89,66,-23,-4,"2,162",-0.18%
,רעננה,8700,16,"2,935",32,28,4,36,-,6,10,4,26,26,139,175,36,123,109,-14,48,"2,983",1.62%
,רעננה,8700,17,"3,390",44,28,16,32,4,10,9,..,31,31,189,130,-59,130,119,-11,-21,"3,369",-0.62%
,רעננה,8700,18,"2,561",45,20,25,25,-,10,..,-7,32,32,177,161,-16,122,151,29,43,"2,604",1.67%
,רעננה,8700,19,"2,456",40,21,19,15,-,5,4,..,9,9,135,85,-50,104,69,-35,-42,"2,414",-1.70%
,רעננה,8700,21,"2,524",39,21,18,25,..,6,8,..,26,26,159,146,-13,110,98,-12,19,"2,543",0.75%
,רעננה,8700,22,"3,405",58,15,43,14,..,4,..,..,30,30,159,185,26,109,126,17,86,"3,491",2.53%
,רעננה,8700,23,"2,757",47,24,23,9,-,7,..,-6,6,6,51,46,-5,101,65,-36,55,"2,813",2.01%
,רעננה,8700,24,"3,027",29,22,7,9,-,11,..,-9,18,18,189,99,-90,91,88,..,-79,"2,947",-2.62%
,רעננה,8700,25,"3,584",31,16,15,14,-,10,8,..,44,44,141,136,-5,115,85,-30,-305,"3,279",-8.51%
,רעננה,8700,26,"6,978",150,28,122,22,..,12,30,18,168,168,174,674,500,276,686,410,"1,063","8,042",15.23%
,רעננה,8700,27,"4,151",52,12,40,..,-,9,9,-,102,102,176,125,-51,89,170,81,61,"4,212",1.48%
,רעננה,8700,28,"3,104",23,37,-14,..,-,..,-,..,7,7,80,72,-8,83,54,-29,-126,"2,978",-4.06%
,רעננה,8700,31,"6,680",62,29,33,19,-,12,18,6,91,91,235,142,-93,206,218,12,-15,"6,665",-0.22%
,רעננה,8700,32,"3,576",32,22,10,55,-,19,21,..,42,42,167,191,24,134,88,-46,-16,"3,560",-0.46%
,רעננה,8700,33,"3,872",35,17,18,132,..,15,17,..,29,29,155,62,-93,232,119,-113,-117,"3,755",-3.01%
,רעננה,8700,34,"3,755",45,19,26,43,-,20,8,-12,45,45,218,158,-60,163,97,-66,-65,"3,690",-1.72%
,רעננה,8700,35,"3,255",44,22,22,22,..,..,8,6,23,23,189,180,-9,118,108,-10,28,"3,282",0.85%
,רעננה,8700,36,"2,325",27,10,17,20,..,..,..,..,24,24,96,105,9,96,96,-,72,"2,397",3.10%
,נהרייה,9100,12,4,-,-,-,-,-,-,-,-,-,-,4,-,-4,-,-,-,-4,-,-100.00%
,נהרייה,9100,13,"5,684",81,44,37,224,6,20,13,-7,116,116,394,235,-159,218,209,-9,19,"5,703",0.33%
,נהרייה,9100,14,"2,823",33,41,-8,5,..,7,6,..,38,38,90,72,-18,56,88,32,53,"2,876",1.89%
,נהרייה,9100,21,"4,656",64,55,9,29,..,7,9,..,97,97,240,192,-48,144,161,17,-27,"4,629",-0.57%
,נהרייה,9100,22,"1,732",19,18,..,8,6,5,..,..,8,8,115,82,-33,34,44,10,-36,"1,696",-2.07%
,נהרייה,9100,23,"6,896",133,30,103,22,9,18,5,-13,259,259,318,266,-52,203,255,52,192,"7,088",2.79%
,נהרייה,9100,24,"4,078",80,38,42,10,..,15,4,-11,84,84,154,219,65,98,135,37,163,"4,241",3.99%
,נהרייה,9100,31,"4,295",40,34,6,34,4,20,12,-8,93,93,252,290,38,129,123,-6,117,"4,412",2.73%
,נהרייה,9100,32,"4,513",58,45,13,23,..,8,5,..,67,67,255,251,-4,145,188,43,80,"4,592",1.77%
,נהרייה,9100,33,"3,947",47,49,..,37,..,8,4,-4,82,82,170,416,246,113,202,89,393,"4,340",9.96%
,נהרייה,9100,34,"3,228",49,44,5,38,..,11,..,-8,52,52,186,231,45,101,102,..,37,"3,265",1.14%
,נהרייה,9100,41,"5,745",66,50,16,20,..,9,10,..,83,83,324,309,-15,120,195,75,59,"5,804",1.03%
,נהרייה,9100,42,"7,076",77,28,49,16,..,11,13,..,54,54,250,257,7,203,136,-67,..,"7,077",0.01%
,נהרייה,9100,43,"3,420",48,18,30,15,..,10,-,-10,84,84,162,94,-68,130,122,-8,12,"3,433",0.37%
,הוד השרון,9700,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,0.00%
,הוד השרון,9700,11,"3,826",36,23,13,..,..,..,11,9,33,33,75,59,-16,87,114,27,19,"3,845",0.50%
,הוד השרון,9700,12,"6,920",85,20,65,..,..,..,10,9,53,53,275,67,-208,170,228,58,-107,"6,813",-1.55%
,הוד השרון,9700,13,"11,295",217,20,197,13,..,13,21,8,425,425,200,519,319,327,"1,102",775,"1,292","12,587",11.44%
,הוד השרון,9700,14,"3,641",52,13,39,..,-,..,4,..,29,29,133,75,-58,81,92,11,..,"3,640",-0.01%
,הוד השרון,9700,15,"3,038",39,6,33,19,..,6,12,6,10,10,95,76,-19,125,70,-55,-34,"3,003",-1.13%
,הוד השרון,9700,21,"7,273",103,28,75,9,4,8,8,-,155,155,249,156,-93,262,273,11,-12,"7,261",-0.16%
,הוד השרון,9700,22,"5,350",39,16,23,4,-,6,12,6,55,55,107,108,..,162,158,-4,9,"5,359",0.17%
,הוד השרון,9700,23,"6,317",90,32,58,..,..,6,6,-,155,155,180,243,63,184,276,92,197,"6,514",3.11%
,הוד השרון,9700,24,"5,087",52,21,31,8,..,6,6,-,38,38,153,147,-6,193,134,-59,-90,"4,998",-1.76%
,הוד השרון,9700,31,"4,857",23,44,-21,4,..,9,6,..,76,76,90,135,45,164,138,-26,..,"4,856",-0.02%
,הוד השרון,9700,32,"3,463",35,19,16,4,-,8,9,..,35,35,98,85,-13,111,149,38,32,"3,495",0.92%
,הוד השרון,9700,33,"2,109",26,15,11,..,..,..,..,..,8,8,44,29,-15,64,64,-,10,"2,119",0.48%
,אופקים,31,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,אופקים,31,1,"5,246",87,46,41,16,..,..,..,-,36,36,200,68,-132,110,151,41,..,"5,245",-0.02%
,אופקים,31,2,"2,773",81,40,41,9,6,4,..,..,35,35,133,91,-42,109,114,5,50,"2,823",1.81%
,אופקים,31,3,"3,045",57,30,27,5,4,4,7,..,21,21,150,107,-43,98,80,-18,-4,"3,041",-0.14%
,אופקים,31,4,"3,051",112,17,95,..,-,..,..,-,51,51,240,85,-155,111,92,-19,-112,"2,939",-3.66%
,אופקים,31,6,"6,123",235,19,216,..,-,..,..,-,151,151,325,136,-189,146,212,66,174,"6,297",2.84%
,אופקים,31,7,"10,424",370,29,341,9,..,10,..,-9,455,455,146,707,561,228,"1,056",828,"1,786","12,210",17.13%
,גן יבנה,166,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,גן יבנה,166,1,"5,739",80,18,62,..,..,9,5,-4,38,38,46,53,7,175,217,42,129,"5,868",2.25%
,גן יבנה,166,2,"11,231",79,19,60,5,..,8,..,-5,140,140,68,100,32,356,285,-71,-76,"11,155",-0.68%
,גן יבנה,166,3,"6,899",94,17,77,4,..,..,..,..,52,52,92,53,-39,345,205,-140,..,"6,902",0.04%
,כפר יונה,168,0,-,-,..,..,..,-,-,-,-,-,-,-,-,-,..,-,..,-,-,0.00%
,כפר יונה,168,1,"9,137",162,26,136,8,-,4,13,9,259,259,133,229,96,234,908,674,939,"10,076",10.28%
,כפר יונה,168,2,"6,750",119,23,96,6,..,11,6,-5,129,129,146,90,-56,280,566,286,342,"7,092",5.07%
,כפר יונה,168,3,"8,891",97,22,75,..,..,5,..,-4,86,86,173,133,-40,192,260,68,123,"9,014",1.39%
,קדימה-צורן,195,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,קדימה-צורן,195,1,"6,027",50,11,39,-,-,7,7,-,62,62,54,52,..,206,112,-94,-186,"5,841",-3.09%
,קדימה-צורן,195,2,"3,637",58,6,52,..,-,6,..,-5,85,85,50,64,14,143,169,26,105,"3,742",2.88%
,קדימה-צורן,195,3,"4,043",32,13,19,6,..,5,7,..,56,56,42,52,10,108,100,-8,150,"4,193",3.71%
,קדימה-צורן,195,4,"5,965",62,22,40,..,-,12,10,..,66,66,46,37,-9,226,143,-83,-54,"5,911",-0.90%
,קדימה-צורן,195,5,"3,011",50,17,33,..,-,5,-,-5,30,30,52,39,-13,95,90,-5,18,"3,029",0.59%
,גני תקווה,229,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,גני תקווה,229,1,"12,217",207,47,160,13,-,13,..,-11,424,424,70,169,99,348,"1,215",867,"1,221","13,438",10.00%
,גני תקווה,229,2,"3,125",31,30,..,..,..,5,..,..,22,22,93,32,-61,142,110,-32,-138,"2,987",-4.40%
,גני תקווה,229,3,"5,057",61,26,35,5,-,4,..,..,52,52,86,48,-38,156,196,40,69,"5,126",1.37%
,יקנעם עילית,240,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,0.00%
,יקנעם עילית,240,1,"2,164",28,23,5,5,-,8,5,..,17,17,55,45,-10,74,36,-38,-47,"2,118",-2.16%
,יקנעם עילית,240,3,"1,875",25,23,..,28,..,..,..,-,42,42,95,45,-50,56,37,-19,-26,"1,849",-1.39%
,יקנעם עילית,240,4,"4,707",74,33,41,5,..,10,..,-7,65,65,113,84,-29,128,78,-50,-28,"4,679",-0.59%
,יקנעם עילית,240,5,"6,936",134,11,123,9,..,..,4,..,198,198,71,178,107,169,268,99,365,"7,301",5.26%
,יקנעם עילית,240,6,"4,938",42,4,38,..,6,8,..,-5,67,67,110,78,-32,115,98,-17,-16,"4,921",-0.33%
,יקנעם עילית,240,7,"3,176",32,11,21,18,-,..,8,7,22,22,59,73,14,44,44,-,47,"3,222",1.47%
,נתיבות,246,0,-,-,-,-,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,נתיבות,246,1,"2,032",89,21,68,-,..,..,..,..,23,23,179,43,-136,60,93,33,..,"2,031",-0.03%
,נתיבות,246,2,"5,934",239,36,203,..,-,..,..,..,93,93,242,144,-98,170,225,55,140,"6,074",2.36%
,נתיבות,246,4,"3,445",77,6,71,..,..,-,-,-,14,14,143,57,-86,68,82,14,25,"3,470",0.73%
,נתיבות,246,5,"5,235",167,8,159,..,..,..,4,..,44,44,117,121,4,141,114,-27,198,"5,433",3.78%
,נתיבות,246,6,"8,445",239,12,227,13,..,..,6,5,273,273,220,544,324,253,620,367,"1,024","9,469",12.13%
,נתיבות,246,7,"9,321",273,16,257,5,-,..,..,..,152,152,306,352,46,191,576,385,753,"10,074",8.08%
,נתיבות,246,8,"3,130",78,19,59,-,-,..,..,..,26,26,139,85,-54,96,99,..,20,"3,150",0.64%
,גבעת שמואל,681,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,גבעת שמואל,681,1,"3,382",54,6,48,5,-,6,10,4,55,55,80,126,46,101,188,87,158,"3,539",4.66%
,גבעת שמואל,681,2,"4,987",122,25,97,7,-,10,..,-7,88,88,187,115,-72,277,203,-74,-31,"4,956",-0.62%
,גבעת שמואל,681,3,"4,158",65,29,36,14,-,4,7,..,31,31,161,110,-51,238,194,-44,-36,"4,122",-0.86%
,גבעת שמואל,681,4,"11,141",169,33,136,28,..,17,17,-,362,362,190,223,33,350,645,295,521,"11,663",4.68%
,גבעת שמואל,681,5,"2,910",36,21,15,..,-,9,4,-5,126,126,25,69,44,202,201,..,59,"2,969",2.04%
,מגדל העמק,874,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,מגדל העמק,874,1,"3,884",70,46,24,10,..,6,11,5,71,71,173,84,-89,111,79,-32,-67,"3,817",-1.73%
