צורת יישוב,שם יישוב,סמל יישוב,אזור סטטיסטי,אוכלוסייה בתחילת שנה,לידות,פטירות,ריבוי טבעי,עולים,איחוד משפחות,"ישראלים יוצאים לחו""ל","ישראלים חוזרים מחו""ל","מאזן ישראלים יוצאים לחו""ל וחוזרים מחו""ל",הגירה בתוך יישוב בתוך אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בתוך אזורים סטטיסטיים - נכנסים,הגירה בתוך יישוב בין אזורים סטטיסטיים - יוצאים,הגירה בתוך יישוב בין אזורים סטטיסטיים - נכנסים,מאזן הגירה בתוך יישוב בין אזורים סטטיסטיים,הגירה בין יישובים - יוצאים,הגירה בין יישובים - נכנסים,מאזן הגירה בין יישובים,"סה""כ גידול",אוכלוסייה בסוף שנה,אחוז גידול שנתי
,כפר סבא,6900,56,"3,459",33,25,8,..,..,4,6,..,17,17,95,123,28,115,53,-62,8,"3,467",0.23%
,אשקלון,7100,0,-,-,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,אשקלון,7100,111,"12,936",266,28,238,22,11,15,7,-8,331,331,352,647,295,363,332,-31,527,"13,462",4.07%
,אשקלון,7100,112,"8,518",129,16,113,15,..,6,4,..,96,96,351,304,-47,180,207,27,99,"8,617",1.16%
,אשקלון,7100,113,"9,484",207,41,166,9,..,25,17,-8,118,118,365,521,156,245,261,16,354,"9,839",3.74%
,אשקלון,7100,114,"5,374",66,28,38,59,8,16,12,-4,52,52,257,262,5,202,139,-63,-50,"5,323",-0.94%
,אשקלון,7100,121,"2,353",38,26,12,19,11,18,7,-11,67,67,118,162,44,98,130,32,80,"2,433",3.42%
,אשקלון,7100,122,"4,769",71,43,28,9,7,12,9,..,62,62,211,151,-60,92,75,-17,-38,"4,731",-0.80%
,אשקלון,7100,123,"5,452",71,42,29,7,5,14,4,-10,33,33,227,201,-26,122,119,..,..,"5,453",0.03%
,אשקלון,7100,124,"4,079",69,20,49,5,..,4,6,..,19,19,159,142,-17,82,60,-22,19,"4,098",0.47%
,אשקלון,7100,125,"5,330",91,27,64,10,4,6,..,..,61,61,271,205,-66,120,102,-18,29,"5,359",0.55%
,אשקלון,7100,126,"4,365",47,27,20,20,10,11,18,7,47,47,204,223,19,120,157,37,107,"4,472",2.44%
,אשקלון,7100,127,891,23,15,8,7,-,..,-,..,9,9,75,37,-38,24,14,-10,-22,869,-2.49%
,אשקלון,7100,211,"4,469",79,29,50,11,5,14,11,..,47,47,211,143,-68,100,72,-28,-7,"4,463",-0.15%
,אשקלון,7100,212,"6,680",122,33,89,10,9,10,5,-5,50,50,422,228,-194,79,80,..,-87,"6,593",-1.30%
,אשקלון,7100,213,"8,877",116,60,56,15,10,23,..,-21,65,65,350,268,-82,136,111,-25,-18,"8,859",-0.20%
,אשקלון,7100,214,"3,623",40,22,18,15,..,9,5,-4,33,33,201,146,-55,63,55,-8,-12,"3,611",-0.34%
,אשקלון,7100,215,"3,659",39,21,18,13,4,7,..,-4,26,26,115,106,-9,58,29,-29,-21,"3,638",-0.57%
,אשקלון,7100,221,"3,758",35,32,..,6,..,13,..,-10,27,27,143,155,12,54,83,29,56,"3,814",1.49%
,אשקלון,7100,222,514,..,13,-11,-,..,4,..,..,..,..,22,21,..,6,7,..,-10,504,-1.97%
,אשקלון,7100,223,"1,745",42,32,10,-,5,4,..,..,25,25,58,53,-5,41,33,-8,19,"1,764",1.09%
,אשקלון,7100,225,"4,122",78,30,48,..,4,8,6,..,26,26,150,79,-71,114,79,-35,-43,"4,079",-1.03%
,אשקלון,7100,226,"5,076",140,33,107,-,..,16,4,-12,61,61,180,155,-25,112,87,-25,47,"5,123",0.92%
,אשקלון,7100,311,"3,864",51,42,9,14,4,12,..,-11,28,28,188,89,-99,84,51,-33,-111,"3,753",-2.88%
,אשקלון,7100,313,"9,091",236,68,168,18,8,22,11,-11,261,261,268,"1,137",869,265,840,575,"1,637","10,728",18.00%
,אשקלון,7100,314,"4,628",82,60,22,17,..,9,11,..,41,41,336,156,-180,119,112,-7,-138,"4,490",-2.98%
,אשקלון,7100,315,"1,903",21,24,..,..,..,7,..,-6,15,15,126,72,-54,36,45,9,-23,"1,880",-1.21%
,אשקלון,7100,316,"3,932",86,52,34,8,8,21,..,-19,45,45,258,162,-96,101,100,..,-64,"3,868",-1.63%
,אשקלון,7100,321,"6,079",100,44,56,11,4,5,..,..,54,54,256,178,-78,71,104,33,53,"6,132",0.87%
,אשקלון,7100,322,"3,568",58,46,12,5,6,14,5,-9,45,45,176,158,-18,63,89,26,45,"3,613",1.26%
,אשקלון,7100,323,"4,932",87,48,39,6,7,10,8,..,52,52,230,119,-111,85,102,17,16,"4,948",0.33%
,אשקלון,7100,324,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,..,0.22%
,רחובות,8400,0,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,רחובות,8400,112,"3,096",36,11,25,-,-,..,6,4,25,25,129,69,-60,104,87,-17,-70,"3,026",-2.26%
,רחובות,8400,113,339,10,..,7,4,..,..,12,10,7,7,21,8,-13,9,4,-5,167,505,49.16%
,רחובות,8400,114,"3,813",51,26,25,16,5,15,5,-10,57,57,125,87,-38,104,108,4,-29,"3,784",-0.77%
,רחובות,8400,115,"4,060",47,35,12,4,4,7,8,..,33,33,156,144,-12,151,99,-52,-29,"4,031",-0.72%
,רחובות,8400,116,"3,799",39,54,-15,18,5,11,12,..,35,35,189,128,-61,129,130,..,-49,"3,751",-1.28%
,רחובות,8400,117,"5,503",140,40,100,7,4,7,5,..,55,55,290,238,-52,173,147,-26,46,"5,549",0.83%
,רחובות,8400,121,"4,261",96,25,71,13,..,5,..,..,58,58,181,220,39,151,101,-50,151,"4,412",3.54%
,רחובות,8400,122,"4,206",55,33,22,6,-,11,13,..,31,31,160,125,-35,121,98,-23,-132,"4,073",-3.14%
,רחובות,8400,123,"8,758",142,12,130,19,..,29,37,8,106,106,126,279,153,191,239,48,357,"9,115",4.08%
,רחובות,8400,124,"3,750",87,29,58,..,..,..,..,..,29,29,125,201,76,84,67,-17,44,"3,793",1.17%
,רחובות,8400,211,"4,145",103,15,88,-,-,-,..,..,57,57,179,102,-77,138,71,-67,-76,"4,068",-1.84%
,רחובות,8400,212,"2,412",64,16,48,..,..,..,..,..,5,5,133,77,-56,37,46,9,16,"2,428",0.65%
,רחובות,8400,213,"4,611",65,19,46,..,4,8,..,-6,33,33,151,124,-27,111,72,-39,-22,"4,589",-0.48%
,רחובות,8400,214,"3,301",53,16,37,-,-,..,5,..,18,18,123,66,-57,88,72,-16,-26,"3,274",-0.80%
,רחובות,8400,221,"1,509",17,7,10,..,-,..,-,..,-,-,25,64,39,42,8,-34,8,"1,517",0.54%
,רחובות,8400,222,"7,179",133,58,75,..,6,5,7,..,85,85,293,130,-163,172,158,-14,-95,"7,084",-1.33%
,רחובות,8400,231,"3,333",73,27,46,6,..,-,..,..,19,19,140,319,179,79,173,94,307,"3,640",9.20%
,רחובות,8400,232,"5,512",132,32,100,..,..,11,..,-8,50,50,247,182,-65,121,99,-22,-6,"5,506",-0.11%
,רחובות,8400,311,"2,508",39,16,23,..,..,4,4,-,28,28,81,65,-16,49,33,-16,-19,"2,489",-0.74%
,רחובות,8400,312,"6,791",111,32,79,13,..,9,10,..,137,137,140,368,228,220,303,83,435,"7,226",6.40%
,רחובות,8400,313,"3,194",49,28,21,..,..,7,4,..,16,16,172,234,62,94,91,..,80,"3,273",2.49%
,רחובות,8400,321,"5,808",121,43,78,4,4,8,5,..,68,68,258,246,-12,182,175,-7,62,"5,869",1.06%
,רחובות,8400,322,"5,112",74,25,49,12,4,5,5,-,34,34,203,119,-84,147,110,-37,-31,"5,081",-0.60%
,רחובות,8400,411,"3,544",44,36,8,18,5,10,4,-6,39,39,142,118,-24,96,106,10,-33,"3,511",-0.93%
,רחובות,8400,412,"2,614",36,16,20,..,..,..,6,..,26,26,96,67,-29,62,66,4,-191,"2,423",-7.32%
,רחובות,8400,413,"4,985",66,39,27,20,..,24,5,-19,46,46,221,232,11,137,152,15,68,"5,053",1.36%
,רחובות,8400,414,"4,147",71,29,42,10,4,10,..,-7,61,61,187,155,-32,146,178,32,42,"4,189",1.00%
,רחובות,8400,421,"3,617",32,21,11,10,..,..,..,..,46,46,110,101,-9,106,127,21,18,"3,635",0.50%
,רחובות,8400,422,"1,236",10,18,-8,-,-,-,-,-,..,..,26,26,-,47,25,-22,-75,"1,161",-6.06%
,רחובות,8400,424,"7,564",113,4,109,6,..,10,11,..,149,149,126,60,-66,200,187,-13,31,"7,595",0.41%
,רחובות,8400,425,"5,054",113,24,89,6,7,4,7,..,92,92,139,156,17,160,341,181,307,"5,360",6.07%
,רחובות,8400,431,"7,977",179,55,124,9,6,7,7,-,99,99,260,517,257,244,761,517,963,"8,940",12.07%
,רחובות,8400,432,"5,433",113,59,54,-,..,..,-,..,81,81,135,57,-78,138,58,-80,-28,"5,404",-0.52%
,רחובות,8400,433,734,..,-,..,-,..,..,..,..,..,..,4,9,5,14,4,-10,5,739,0.70%
,רמת גן,8600,0,-,-,..,..,..,-,..,-,..,-,-,..,..,..,-,-,-,-,-,0.00%
,רמת גן,8600,112,"4,807",67,38,29,-,..,10,5,-5,81,81,82,95,13,154,151,..,31,"4,837",0.64%
,רמת גן,8600,113,"3,551",53,24,29,11,4,6,5,..,15,15,101,127,26,195,197,..,70,"3,621",1.96%
,רמת גן,8600,114,"4,793",75,38,37,9,4,20,8,-12,49,49,171,105,-66,205,252,47,77,"4,870",1.60%
,רמת גן,8600,115,"2,806",50,23,27,9,..,4,..,..,40,40,95,202,107,157,330,173,328,"3,133",11.67%
,רמת גן,8600,116,"3,976",63,30,33,12,4,5,..,..,46,46,164,130,-34,230,232,..,35,"4,011",0.88%
,רמת גן,8600,121,"3,661",60,31,29,8,..,14,4,-10,40,40,134,107,-27,231,274,43,46,"3,706",1.24%
,רמת גן,8600,122,"2,089",54,21,33,..,..,..,..,..,38,38,97,134,37,149,226,77,156,"2,245",7.48%
,רמת גן,8600,123,"3,179",68,20,48,9,..,..,7,6,80,80,203,74,-129,238,304,66,-14,"3,165",-0.45%
,רמת גן,8600,124,751,9,7,..,8,..,12,4,-8,6,6,34,21,-13,74,97,23,7,759,0.99%
,רמת גן,8600,125,"2,613",41,17,24,..,..,5,..,-4,21,21,86,103,17,162,201,39,81,"2,694",3.09%
,רמת גן,8600,131,"2,449",48,25,23,..,4,-,4,4,56,56,95,105,10,222,262,40,92,"2,541",3.76%
,רמת גן,8600,132,"3,629",76,34,42,7,..,8,6,..,56,56,150,121,-29,278,315,37,57,"3,686",1.57%
,רמת גן,8600,133,"5,746",84,58,26,14,5,12,8,-4,53,53,247,199,-48,378,338,-40,-42,"5,704",-0.73%
,רמת גן,8600,134,"3,878",54,33,21,22,5,27,11,-16,53,53,187,180,-7,268,280,12,27,"3,905",0.70%
,רמת גן,8600,135,"2,688",35,38,..,8,5,..,8,5,17,17,125,91,-34,138,192,54,36,"2,724",1.35%
,רמת גן,8600,136,"4,498",56,37,19,20,..,14,4,-10,45,45,196,143,-53,317,283,-34,-58,"4,441",-1.28%
,רמת גן,8600,137,"2,207",30,36,-6,16,..,..,5,4,10,10,87,78,-9,131,138,7,33,"2,240",1.49%
,רמת גן,8600,138,"4,316",64,38,26,13,7,10,6,-4,59,59,194,165,-29,259,292,33,47,"4,362",1.09%
,רמת גן,8600,211,"2,821",36,20,16,13,..,9,5,-4,19,19,108,81,-27,168,261,93,109,"2,930",3.87%
,רמת גן,8600,212,"3,493",36,17,19,6,..,8,..,-5,19,19,142,123,-19,143,251,108,118,"3,611",3.37%
,רמת גן,8600,213,"3,302",61,20,41,6,5,7,..,-4,31,31,127,122,-5,176,338,162,186,"3,488",5.63%
,רמת גן,8600,214,"2,396",31,18,13,-,4,..,..,..,21,21,133,94,-39,122,296,174,178,"2,574",7.42%
,רמת גן,8600,215,"6,124",102,49,53,20,..,18,..,-16,53,53,234,191,-43,265,471,206,245,"6,369",4.00%
,רמת גן,8600,216,"5,218",89,45,44,27,5,7,6,..,69,69,185,313,128,244,346,102,331,"5,550",6.35%
,רמת גן,8600,221,"3,814",61,21,40,6,..,10,..,-8,30,30,122,168,46,183,274,91,186,"4,001",4.89%
,רמת גן,8600,222,"6,611",90,38,52,6,..,..,6,..,63,63,261,219,-42,283,259,-24,30,"6,641",0.45%
,רמת גן,8600,223,"4,513",41,32,9,..,..,5,..,..,28,28,125,96,-29,120,177,57,57,"4,570",1.26%
,רמת גן,8600,224,"4,390",61,40,21,..,..,4,5,..,45,45,172,112,-60,142,182,40,26,"4,416",0.59%
,רמת גן,8600,225,"3,333",49,30,19,4,..,8,..,-7,33,33,136,94,-42,183,193,10,49,"3,383",1.48%
,רמת גן,8600,311,"3,220",51,25,26,..,..,..,..,..,13,13,127,124,..,128,256,128,177,"3,397",5.50%
,רמת גן,8600,312,"4,745",30,35,-5,..,-,9,8,..,19,19,121,119,..,126,72,-54,-84,"4,661",-1.78%
,רמת גן,8600,313,"3,778",47,28,19,..,..,4,..,..,37,37,134,155,21,132,150,18,88,"3,866",2.32%
,רמת גן,8600,314,"2,472",35,20,15,..,..,5,..,..,11,11,99,107,8,111,120,9,33,"2,505",1.33%
,רמת גן,8600,321,"5,234",77,36,41,11,..,10,5,-5,87,87,145,138,-7,272,160,-112,-34,"5,199",-0.65%
,רמת גן,8600,322,"3,155",74,16,58,..,..,..,..,..,45,45,133,66,-67,168,140,-28,-12,"3,142",-0.39%
,רמת גן,8600,323,388,-,-,-,..,-,-,-,-,..,..,..,..,-,7,11,4,491,878,126.69%
,רמת גן,8600,324,"5,852",71,24,47,7,-,6,6,-,50,50,250,187,-63,151,125,-26,-17,"5,835",-0.30%
,רמת גן,8600,325,"5,272",62,34,28,4,5,..,5,..,130,130,120,441,321,227,337,110,501,"5,773",9.50%
,רמת גן,8600,412,"6,411",96,40,56,26,7,21,6,-15,101,101,84,99,15,271,269,..,108,"6,519",1.68%
,רמת גן,8600,414,"4,155",82,28,54,13,..,16,10,-6,143,143,36,188,152,228,366,138,125,"4,279",3.00%
,רמת גן,8600,415,106,..,..,-,-,-,..,5,4,-,-,..,..,-,12,10,..,177,283,166.41%
,רמת גן,8600,416,"3,272",26,67,-41,-,-,4,..,..,58,58,25,43,18,126,113,-13,-70,"3,202",-2.14%
,רמת גן,8600,417,488,4,6,..,..,-,..,..,..,-,-,6,17,11,5,10,5,6,494,1.24%
,רמת גן,8600,418,"7,279",48,80,-32,4,..,12,22,10,170,170,104,101,..,244,294,50,65,"7,344",0.89%
,מודיעין-מכבים-רעות*,1200,0,-,-,4,-4,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,0.00%
,מודיעין-מכבים-רעות*,1200,11,"3,094",37,19,18,..,..,8,6,..,36,36,120,82,-38,99,65,-34,-52,"3,042",-1.69%
,מודיעין-מכבים-רעות*,1200,12,"4,595",46,16,30,14,..,..,6,4,25,25,171,108,-63,135,99,-36,-37,"4,558",-0.81%
,מודיעין-מכבים-רעות*,1200,13,"4,858",45,4,41,11,-,10,6,-4,41,41,196,91,-105,110,86,-24,-94,"4,763",-1.94%
,מודיעין-מכבים-רעות*,1200,14,140,6,4,..,..,-,-,..,..,6,6,..,188,187,7,116,109,289,429,206.42%
,מודיעין-מכבים-רעות*,1200,15,"6,194",47,23,24,12,..,6,13,7,59,59,210,185,-25,156,130,-26,-17,"6,178",-0.27%
,מודיעין-מכבים-רעות*,1200,16,"3,497",30,10,20,..,-,7,7,-,13,13,138,104,-34,107,70,-37,-66,"3,431",-1.88%
,מודיעין-מכבים-רעות*,1200,17,"4,098",44,13,31,11,-,..,6,..,34,34,148,165,17,119,148,29,150,"4,248",3.67%
,מודיעין-מכבים-רעות*,1200,21,"12,328",199,24,175,6,-,13,16,..,305,305,630,250,-380,300,316,16,-158,"12,171",-1.28%
,מודיעין-מכבים-רעות*,1200,22,"6,856",103,9,94,9,-,9,5,-4,51,51,338,331,-7,120,344,224,350,"7,205",5.10%
,מודיעין-מכבים-רעות*,1200,23,"10,045",74,20,54,14,..,25,20,-5,107,107,447,297,-150,231,268,37,-86,"9,958",-0.86%
,מודיעין-מכבים-רעות*,1200,24,"11,491",119,24,95,23,-,18,9,-9,243,243,426,131,-295,243,245,..,-242,"11,250",-2.10%
,מודיעין-מכבים-רעות*,1200,31,"2,923",82,5,77,7,-,9,4,-5,83,83,42,"1,037",995,49,651,602,"1,685","4,608",57.64%
,מודיעין-מכבים-רעות*,1200,33,"5,930",27,7,20,13,..,..,5,..,46,46,106,96,-10,110,56,-54,-34,"5,896",-0.57%
,מודיעין-מכבים-רעות*,1200,34,"9,187",61,14,47,36,-,34,12,-22,95,95,266,117,-149,152,91,-61,-136,"9,050",-1.48%
,מודיעין-מכבים-רעות*,1200,41,"2,941",14,..,11,..,-,5,..,-4,10,10,57,77,20,135,35,-100,-95,"2,845",-3.24%
,מודיעין-מכבים-רעות*,1200,42,"2,812",22,..,21,..,-,..,8,7,15,15,64,76,12,122,41,-81,-57,"2,755",-2.04%
,מודיעין-מכבים-רעות*,1200,43,"2,288",22,..,19,..,..,5,..,..,..,..,41,66,25,125,48,-77,-20,"2,269",-0.86%
,אילת,2600,0,-,-,..,..,12,-,-,-,-,-,-,6,-,-6,-,-,-,-,-,0.00%
,אילת,2600,12,"1,012",6,5,..,35,..,6,4,..,6,6,107,70,-37,133,81,-52,-73,939,-7.19%
,אילת,2600,14,"4,594",81,42,39,73,4,23,9,-14,133,133,303,356,53,338,273,-65,79,"4,674",1.73%
,אילת,2600,15,"4,128",51,20,31,64,14,25,15,-10,65,65,314,219,-95,274,196,-78,-53,"4,074",-1.29%
,אילת,2600,21,"3,970",58,31,27,14,12,23,22,..,98,98,376,285,-91,265,202,-63,-62,"3,908",-1.57%
,אילת,2600,22,"3,052",44,13,31,16,9,18,..,-17,55,55,228,250,22,175,139,-36,89,"3,141",2.91%
,אילת,2600,23,"5,856",97,27,70,10,10,8,13,5,130,130,333,314,-19,263,179,-84,..,"5,855",-0.02%
,אילת,2600,24,"3,727",57,14,43,8,6,..,12,9,85,85,199,242,43,151,84,-67,48,"3,775",1.30%
,אילת,2600,25,"2,293",38,18,20,24,13,12,8,-4,57,57,219,192,-27,145,104,-41,-33,"2,260",-1.44%
,אילת,2600,31,"3,576",53,19,34,49,15,27,12,-15,98,98,289,295,6,266,258,-8,47,"3,624",1.33%
,אילת,2600,32,"1,603",27,16,11,12,4,8,4,-4,10,10,98,120,22,102,57,-45,-29,"1,574",-1.81%
,אילת,2600,33,"3,549",54,14,40,27,..,22,10,-12,32,32,282,197,-85,155,138,-17,-78,"3,471",-2.19%
,אילת,2600,34,"2,139",33,6,27,17,-,7,4,..,8,8,159,162,..,112,47,-65,-21,"2,118",-0.98%
,אילת,2600,35,"2,825",61,15,46,5,..,5,..,..,47,47,268,282,14,134,88,-46,20,"2,845",0.71%
,אילת,2600,36,"9,975",156,19,137,14,9,16,5,-11,375,375,355,552,197,265,211,-54,285,"10,260",2.86%
,קריית גת,2630,0,-,..,..,..,..,22,-,-,-,-,-,-,-,-,..,-,..,-,-,0.00%
,קריית גת,2630,11,103,-,-,-,-,-,-,-,-,-,-,-,..,..,-,-,-,-,103,0.33%
,קריית גת,2630,12,"3,735",71,24,47,..,..,..,..,..,58,58,147,122,-25,79,90,11,39,"3,775",1.06%
,קריית גת,2630,13,518,10,-,10,-,-,-,..,..,6,6,55,10,-45,15,56,41,-15,503,-2.87%
,קריית גת,2630,14,"3,803",70,32,38,-,5,..,..,-,8,8,151,90,-61,79,61,-18,-47,"3,756",-1.23%
,קריית גת,2630,15,"3,586",78,47,31,-,..,4,9,5,19,19,171,106,-65,91,92,..,-53,"3,533",-1.48%
,קריית גת,2630,21,"3,140",61,23,38,..,..,6,..,..,15,15,124,152,28,73,44,-29,95,"3,235",3.02%
,קריית גת,2630,22,"3,217",53,39,14,6,-,5,-,-5,22,22,114,85,-29,71,57,-14,..,"3,216",-0.06%
,קריית גת,2630,23,"2,322",60,17,43,..,..,..,..,-,13,13,164,97,-67,58,63,5,-19,"2,303",-0.83%
,קריית גת,2630,24,"5,195",97,20,77,5,..,8,5,..,53,53,304,147,-157,116,161,45,-13,"5,182",-0.25%
,קריית גת,2630,25,"2,858",76,17,59,..,8,..,-,..,19,19,176,92,-84,66,88,22,26,"2,884",0.91%
,קריית גת,2630,26,"6,553",257,11,246,9,4,..,5,4,253,253,145,786,641,276,693,417,"1,201","7,754",18.32%
,קריית גת,2630,31,"1,105",24,7,17,..,-,-,..,..,..,..,55,75,20,33,23,-10,45,"1,149",4.03%
,קריית גת,2630,32,"5,874",209,8,201,..,-,4,..,..,156,156,179,137,-42,167,137,-30,74,"5,947",1.25%
,קריית גת,2630,33,"3,095",103,21,82,..,..,4,..,..,54,54,150,136,-14,131,127,-4,50,"3,146",1.63%
,קריית גת,2630,34,"3,820",70,32,38,8,..,5,..,..,27,27,147,111,-36,68,71,..,32,"3,852",0.83%
,קריית גת,2630,35,"2,270",40,24,16,..,..,4,..,..,5,5,109,63,-46,35,49,14,9,"2,279",0.41%
,קריית גת,2630,36,"3,456",55,14,41,..,..,..,4,..,19,19,128,104,-24,78,36,-42,-19,"3,437",-0.54%
,קריית גת,2630,37,"2,455",35,23,12,..,-,..,..,..,8,8,71,74,..,71,17,-54,-26,"2,429",-1.06%
,ראש העין,2640,0,-,-,4,-4,-,-,-,..,..,-,-,-,-,-,-,..,..,-,-,0.00%
,ראש העין,2640,2,"8,309",212,42,170,..,..,..,6,..,165,165,272,214,-58,206,904,698,959,"9,267",11.54%
,ראש העין,2640,3,"4,365",90,22,68,-,..,4,..,..,71,71,245,69,-176,83,113,30,-60,"4,305",-1.38%
,ראש העין,2640,4,"5,104",100,26,74,-,..,..,..,-,69,69,163,106,-57,96,109,13,32,"5,136",0.63%
,ראש העין,2640,5,"4,281",74,31,43,-,..,..,..,-,54,54,164,65,-99,89,119,30,38,"4,319",0.88%
,ראש העין,2640,6,"3,532",69,20,49,..,..,..,4,..,19,19,172,73,-99,84,121,37,51,"3,583",1.45%
,ראש העין,2640,7,"4,567",55,10,45,..,..,..,..,-,13,13,144,65,-79,87,56,-31,-39,"4,528",-0.85%
,ראש העין,2640,8,"16,788",574,23,551,14,..,13,19,6,706,706,190,924,734,584,"3,544","2,960","4,269","21,058",25.43%
,ראש העין,2640,9,"2,769",37,10,27,..,-,-,..,..,21,21,106,36,-70,90,62,-28,-67,"2,702",-2.42%
,ראש העין,2640,11,"3,222",58,10,48,5,-,4,9,5,30,30,243,40,-203,96,172,76,-76,"3,147",-2.34%
,ראש העין,2640,12,"1,870",23,..,20,-,-,-,-,-,-,-,45,41,-4,60,25,-35,-16,"1,853",-0.87%
,ראש העין,2640,13,"6,993",159,18,141,-,..,12,12,-,74,74,196,307,111,207,687,480,732,"7,725",10.47%
,ביתר עילית,3780,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00%
,ביתר עילית,3780,1,"3,842",146,5,141,..,-,-,..,..,34,34,122,55,-67,109,47,-62,7,"3,848",0.17%
,ביתר עילית,3780,2,"5,626",225,6,219,-,-,..,-,..,25,25,137,129,-8,176,107,-69,170,"5,796",3.03%
,ביתר עילית,3780,3,"6,869",245,..,242,6,-,..,9,8,59,59,181,119,-62,177,77,-100,136,"7,006",1.98%
,ביתר עילית,3780,4,"4,010",151,8,143,8,-,..,..,..,20,20,108,43,-65,134,58,-76,33,"4,043",0.83%
,ביתר עילית,3780,5,"4,529",154,..,152,..,-,..,7,5,32,32,90,90,-,112,55,-57,21,"4,550",0.46%
,ביתר עילית,3780,6,"27,162","1,263",11,"1,252",20,-,31,12,-19,"1,096","1,096",303,408,105,857,775,-82,"1,201","28,363",4.42%
,ביתר עילית,3780,7,"7,232",294,12,282,..,-,10,13,..,110,110,176,273,97,177,169,-8,287,"7,519",3.97%
,מודיעין עילית,3797,0,-,-,-,-,..,-,-,-,-,-,-,-,-,-,..,-,..,-,-,0.00%
,מודיעין עילית,3797,2,"19,430",771,..,769,..,-,..,..,..,402,402,141,659,518,464,404,-60,"1,250","20,679",6.43%
,מודיעין עילית,3797,3,"4,648",193,..,190,4,-,7,..,-5,32,32,258,111,-147,123,57,-66,-193,"4,455",-4.15%
,מודיעין עילית,3797,4,"21,799",914,13,901,32,-,..,..,..,316,316,382,328,-54,504,220,-284,311,"22,110",1.43%
,מודיעין עילית,3797,5,"4,648",179,7,172,..,..,..,..,-,50,50,203,185,-18,162,68,-94,51,"4,699",1.09%
,מודיעין עילית,3797,6,"4,159",168,8,160,..,-,..,..,-,29,29,165,110,-55,140,110,-30,-112,"4,047",-2.70%
,מודיעין עילית,3797,7,"12,569",610,4,606,..,-,7,4,..,318,318,291,205,-86,321,201,-120,258,"12,827",2.05%
,מודיעין עילית,3797,8,"9,121",361,4,357,5,-,..,..,..,130,130,318,160,-158,241,95,-146,29,"9,150",0.32%
,גבעתיים,6300,11,"3,357",53,28,25,..,..,10,7,..,29,29,64,103,39,325,252,-73,11,"3,368",0.32%
,גבעתיים,6300,12,"7,425",125,53,72,5,..,7,15,8,170,170,131,197,66,402,501,99,262,"7,687",3.53%
,גבעתיים,6300,13,"4,869",99,23,76,..,..,11,11,-,48,48,118,101,-17,310,322,12,97,"4,966",1.99%
,גבעתיים,6300,21,"4,659",86,36,50,6,5,6,..,..,59,59,147,76,-71,304,331,27,37,"4,696",0.80%
,גבעתיים,6300,22,"3,566",89,29,60,5,..,4,-,-4,50,50,150,79,-71,328,288,-40,-40,"3,525",-1.13%
,גבעתיים,6300,23,"4,570",78,32,46,..,..,14,6,-8,58,58,150,99,-51,328,292,-36,-36,"4,534",-0.78%
,גבעתיים,6300,31,"3,383",50,19,31,..,..,-,..,..,34,34,118,99,-19,225,181,-44,-17,"3,366",-0.50%
,גבעתיים,6300,32,"3,372",70,21,49,6,..,..,6,..,18,18,127,84,-43,301,255,-46,-29,"3,344",-0.85%
,גבעתיים,6300,33,"4,908",97,32,65,9,4,..,9,7,43,43,146,125,-21,444,418,-26,60,"4,969",1.23%
,גבעתיים,6300,34,"4,519",58,21,37,-,..,8,5,..,32,32,112,161,49,252,185,-67,9,"4,527",0.19%
,גבעתיים,6300,41,"5,502",44,37,7,4,-,..,10,7,48,48,51,88,37,176,116,-60,..,"5,505",0.06%
,גבעתיים,6300,42,"3,400",36,34,..,-,-,..,..,..,117,117,42,127,85,123,114,-9,73,"3,473",2.15%
,גבעתיים,6300,43,"3,734",51,28,23,..,..,12,4,-8,37,37,88,57,-31,265,252,-13,-21,"3,713",-0.57%
,גבעתיים,6300,44,"3,380",39,50,-11,..,..,..,..,..,35,35,46,94,48,184,121,-63,7,"3,386",0.20%
,הרצלייה,6400,0,-,-,..,..,-,-,..,-,..,-,-,-,-,-,-,-,-,-,-,0.00%
,הרצלייה,6400,11,"3,330",45,34,11,..,..,9,5,-4,42,42,64,52,-12,180,76,-104,-81,"3,249",-2.44%
,הרצלייה,6400,12,"4,648",64,28,36,..,4,10,9,..,42,42,104,154,50,172,112,-60,52,"4,700",1.13%
,הרצלייה,6400,13,"4,447",62,28,34,..,..,5,6,..,57,57,115,87,-28,142,94,-48,6,"4,453",0.14%
,הרצלייה,6400,21,"4,820",26,31,-5,28,..,7,8,..,45,45,93,98,5,151,131,-20,-7,"4,813",-0.15%
,הרצלייה,6400,22,"5,452",69,22,47,..,..,7,7,-,33,33,174,124,-50,161,117,-44,-49,"5,402",-0.91%
,הרצלייה,6400,23,"3,701",40,34,6,5,-,..,9,6,31,31,96,68,-28,134,80,-54,-89,"3,611",-2.42%
