מחוז,סמל יישוב,שם יישוב,אזור סטטיסטי,סך הכל אוכלוסייה באזור הסטטיסטי,מזה: חרדים מספרים מוחלטים,מזה: חרדים אחוזים
הדרום,70,אשדוד,133,"3,953",..,..
הדרום,70,אשדוד,141,"5,888","5,866",99.6
הדרום,70,אשדוד,142,"3,387","1,567",46.3
הדרום,70,אשדוד,143,"4,682","2,779",59.4
הדרום,70,אשדוד,144,"7,119","4,905",68.9
הדרום,70,אשדוד,211,"12,329","12,257",99.4
הדרום,70,אשדוד,212,"7,362","7,333",99.6
הדרום,70,אשדוד,221,"3,706","2,103",56.8
הדרום,70,אשדוד,222,"4,058","1,083",26.7
הדרום,70,אשדוד,223,"3,938","1,347",34.2
הדרום,70,אשדוד,231,"3,422",..,..
הדרום,70,אשדוד,232,"3,146",95,3.0
הדרום,70,אשדוד,233,"3,807",..,..
הדרום,70,אשדוד,241,"5,750",154,2.7
הדרום,70,אשדוד,242,"2,546",..,..
הדרום,70,אשדוד,243,"3,153",..,..
הדרום,70,אשדוד,312,"1,389",..,..
הדרום,70,אשדוד,313,"2,196",..,..
הדרום,70,אשדוד,314,"6,250",..,..
הדרום,70,אשדוד,315,"4,069",..,..
הדרום,70,אשדוד,316,"6,023",..,..
הדרום,70,אשדוד,317,"5,221",65,1.2
הדרום,70,אשדוד,321,"4,741",237,5.0
הדרום,70,אשדוד,322,"4,415","3,467",78.5
הדרום,70,אשדוד,323,"5,436","1,072",19.7
הדרום,70,אשדוד,331,"2,760",164,5.9
הדרום,70,אשדוד,333,"5,002","1,834",36.7
הדרום,70,אשדוד,342,"4,168",..,..
הדרום,70,אשדוד,343,"3,165",57,1.8
הדרום,70,אשדוד,422,"9,421",..,..
הדרום,70,אשדוד,423,"4,544",..,..
הדרום,70,אשדוד,424,"2,576",..,..
הדרום,70,אשדוד,425,"5,415",..,..
הדרום,70,אשדוד,426,"3,839",..,..
הדרום,7100,אשקלון,111,"13,462",101,0.8
הדרום,7100,אשקלון,114,"5,323",..,..
הדרום,7100,אשקלון,122,"4,731",..,..
הדרום,7100,אשקלון,125,"5,359",244,4.5
הדרום,7100,אשקלון,126,"4,472",..,..
הדרום,7100,אשקלון,127,869,..,..
הדרום,7100,אשקלון,211,"4,463",..,..
הדרום,7100,אשקלון,212,"6,593",..,..
הדרום,7100,אשקלון,213,"8,859",..,..
הדרום,7100,אשקלון,214,"3,611",..,..
הדרום,7100,אשקלון,215,"3,638",85,2.3
הדרום,7100,אשקלון,221,"3,814",..,..
הדרום,7100,אשקלון,223,"1,764",..,..
הדרום,7100,אשקלון,225,"4,079",242,5.9
הדרום,7100,אשקלון,226,"5,123",749,14.6
הדרום,7100,אשקלון,311,"3,753",..,..
הדרום,7100,אשקלון,313,"10,728",..,..
הדרום,7100,אשקלון,314,"4,490",71,1.6
הדרום,7100,אשקלון,315,"1,880",134,7.1
הדרום,7100,אשקלון,316,"3,868",101,2.6
הדרום,7100,אשקלון,321,"6,132",809,13.2
הדרום,7100,אשקלון,322,"3,613",127,3.5
הדרום,7100,אשקלון,323,"4,948",156,3.1
הדרום,1376,באר גנים,0,"1,763",..,..
הדרום,9000,באר שבע,111,"2,204",..,..
הדרום,9000,באר שבע,112,"2,278",..,..
הדרום,9000,באר שבע,121,"3,242",171,5.3
הדרום,9000,באר שבע,122,"1,027",..,..
הדרום,9000,באר שבע,131,"2,315",..,..
הדרום,9000,באר שבע,132,"2,542",..,..
הדרום,9000,באר שבע,133,"1,049",..,..
הדרום,9000,באר שבע,211,"3,419",..,..
הדרום,9000,באר שבע,212,"4,586",431,9.4
הדרום,9000,באר שבע,213,"3,940","1,385",35.2
הדרום,9000,באר שבע,214,"5,165",94,1.8
הדרום,9000,באר שבע,215,"1,678",84,5.0
הדרום,9000,באר שבע,221,"2,899",..,..
הדרום,9000,באר שבע,224,"2,088",54,2.6
הדרום,9000,באר שבע,225,"3,350",86,2.6
הדרום,9000,באר שבע,226,"1,330",72,5.4
הדרום,9000,באר שבע,234,"3,000",68,2.3
הדרום,9000,באר שבע,311,"3,503",..,..
הדרום,9000,באר שבע,411,"7,912",..,..
הדרום,9000,באר שבע,413,"6,795",..,..
הדרום,9000,באר שבע,414,"6,786",..,..
הדרום,9000,באר שבע,415,"7,746",..,..
הדרום,9000,באר שבע,422,"5,665",..,..
הדרום,9000,באר שבע,431,"3,368",168,5.0
הדרום,9000,באר שבע,432,"3,253",56,1.7
הדרום,9000,באר שבע,434,"3,575",335,9.4
הדרום,9000,באר שבע,521,"2,108",169,8.0
הדרום,9000,באר שבע,522,"2,965",99,3.4
הדרום,9000,באר שבע,523,"3,009",360,12.0
הדרום,9000,באר שבע,612,"4,746",..,..
הדרום,9000,באר שבע,613,"5,336",..,..
הדרום,9000,באר שבע,621,525,..,..
הדרום,9000,באר שבע,624,"1,829",..,..
הדרום,9000,באר שבע,632,"3,769",..,..
הדרום,9000,באר שבע,643,"5,038",..,..
הדרום,9000,באר שבע,644,"1,143",..,..
הדרום,9000,באר שבע,645,"18,923",..,..
הדרום,1363,בני נצרים,0,820,..,..
הדרום,428,ברור חיל,0,"1,002",..,..
הדרום,746,ברכיה,0,"1,252",..,..
הדרום,2200,דימונה,2,"3,218",153,4.7
הדרום,2200,דימונה,3,"2,190",62,2.8
הדרום,2200,דימונה,5,"5,752",161,2.8
הדרום,2200,דימונה,6,"6,294",..,..
הדרום,2200,דימונה,7,"1,583",..,..
הדרום,2200,דימונה,9,"6,061",..,..
הדרום,2200,דימונה,10,"1,808",141,7.8
הדרום,2200,דימונה,11,"1,468",..,..
הדרום,2200,דימונה,12,"2,740",..,..
הדרום,815,זבדיאל,0,574,122,21.2
הדרום,406,חצור-אשדוד,0,648,..,..
הדרום,803,יושיביה,0,700,..,..
הדרום,831,ירוחם,0,"10,773","1,304",12.1
הדרום,2006,כנות,0,454,..,..
הדרום,107,כפר סילבר,0,399,..,..
הדרום,768,כרמייה,0,653,..,..
הדרום,1082,מעגלים,0,"2,080",141,6.8
הדרום,99,מצפה רמון,0,"5,185",..,..
הדרום,1098,מרכז שפירא,0,"2,467",..,..
הדרום,1366,נווה,0,"1,314",371,28.2
הדרום,351,ניצן,0,"2,573",..,..
הדרום,1195,ניצנה (קהילת חינוך),0,348,..,..
הדרום,2048,ניר עקיבא,0,666,52,7.9
הדרום,246,נתיבות,1,"2,031",748,36.8
הדרום,246,נתיבות,2,"6,074","3,892",64.1
הדרום,246,נתיבות,4,"3,470","1,195",34.4
הדרום,246,נתיבות,5,"5,433","4,114",75.7
הדרום,246,נתיבות,6,"9,469","2,662",28.1
הדרום,246,נתיבות,7,"10,074","4,087",40.6
הדרום,246,נתיבות,8,"3,150",..,..
הדרום,419,סעד,0,845,..,..
הדרום,32,עוצם,0,727,143,19.6
הדרום,676,עין השלושה,0,367,..,..
הדרום,2560,ערד,1,"4,837","1,890",39.1
הדרום,2560,ערד,2,"4,353","1,766",40.6
הדרום,2560,ערד,3,"6,800","1,843",27.1
הדרום,2560,ערד,5,"5,608","1,671",29.8
הדרום,2560,ערד,6,"5,610","1,217",21.7
הדרום,766,קוממיות,0,551,89,16.1
הדרום,2630,קריית גת,11,103,..,..
הדרום,2630,קריית גת,12,"3,775",..,..
הדרום,2630,קריית גת,14,"3,756",..,..
הדרום,2630,קריית גת,15,"3,533",62,1.7
הדרום,2630,קריית גת,21,"3,235",..,..
הדרום,2630,קריית גת,22,"3,216",616,19.2
הדרום,2630,קריית גת,23,"2,303",331,14.4
הדרום,2630,קריית גת,24,"5,182",352,6.8
הדרום,2630,קריית גת,25,"2,884",..,..
הדרום,2630,קריית גת,26,"7,754","1,152",14.9
הדרום,2630,קריית גת,31,"1,149",149,13.0
הדרום,2630,קריית גת,32,"5,947","4,064",68.3
הדרום,2630,קריית גת,33,"3,146","2,069",65.8
הדרום,2630,קריית גת,34,"3,852",211,5.5
הדרום,2630,קריית גת,35,"2,279",104,4.6
הדרום,2630,קריית גת,36,"3,437",..,..
הדרום,2630,קריית גת,37,"2,429",..,..
הדרום,1034,קריית מלאכי,1,671,81,12.0
הדרום,1034,קריית מלאכי,2,"4,648",103,2.2
הדרום,1034,קריית מלאכי,3,"2,616",175,6.7
הדרום,1034,קריית מלאכי,4,"2,321",587,25.3
הדרום,1034,קריית מלאכי,5,"4,108",859,20.9
הדרום,1034,קריית מלאכי,6,"4,987",880,17.6
הדרום,1034,קריית מלאכי,7,"2,346","1,199",51.1
הדרום,1034,קריית מלאכי,8,"2,687","1,194",44.4
הדרום,1341,רוח מדבר,0,68,..,..
הדרום,1031,שדרות,2,"5,084",234,4.6
הדרום,1031,שדרות,3,"3,096",56,1.8
הדרום,1031,שדרות,4,"5,023",76,1.5
הדרום,1031,שדרות,5,"4,596",69,1.5
הדרום,1031,שדרות,6,"7,187",..,..
הדרום,1265,שומרייה,0,836,..,..
הדרום,1083,תושייה,0,842,..,..
הדרום,814,תלמים,0,920,96,10.4
הדרום,709,תפרח,0,"2,268","2,151",94.8
אזור יהודה והשומרון,3786,אבנת,0,255,..,..
אזור יהודה והשומרון,3762,איתמר,0,"1,285",392,30.5
אזור יהודה והשומרון,3579,אלון מורה,0,"2,010",135,6.7
אזור יהודה והשומרון,3604,אלון שבות,0,"3,071",..,..
אזור יהודה והשומרון,3560,אלקנה,0,"3,911",..,..
אזור יהודה והשומרון,3754,אספר,0,986,706,71.6
אזור יהודה והשומרון,3650,אפרת,0,"11,405",..,..
אזור יהודה והשומרון,3570,אריאל,1,"2,056",..,..
אזור יהודה והשומרון,3570,אריאל,4,"5,622",..,..
אזור יהודה והשומרון,3570,אריאל,5,"3,959",..,..
אזור יהודה והשומרון,3574,בית אל,0,"5,684",59,1.0
אזור יהודה והשומרון,3652,בית אריה-עופרים,0,"5,351",109,2.0
אזור יהודה והשומרון,3780,ביתר עילית,1,"3,848","3,762",97.8
אזור יהודה והשומרון,3780,ביתר עילית,2,"5,796","5,583",96.3
אזור יהודה והשומרון,3780,ביתר עילית,3,"7,006","6,998",99.9
אזור יהודה והשומרון,3780,ביתר עילית,4,"4,043","3,957",97.9
אזור יהודה והשומרון,3780,ביתר עילית,5,"4,550","4,513",99.2
אזור יהודה והשומרון,3780,ביתר עילית,6,"28,363","28,338",99.9
אזור יהודה והשומרון,3780,ביתר עילית,7,"7,519","7,511",99.9
אזור יהודה והשומרון,3744,ברוכין,0,"1,478",..,..
אזור יהודה והשומרון,3710,ברכה,0,"2,926",90,3.1
אזור יהודה והשומרון,3794,בת עין,0,"1,605",294,18.3
אזור יהודה והשומרון,3763,גבע בנימין,0,"5,761","1,173",20.4
אזור יהודה והשומרון,3730,גבעת זאב,1,"2,030",79,3.9
אזור יהודה והשומרון,3730,גבעת זאב,2,"4,447","1,152",25.9
אזור יהודה והשומרון,3730,גבעת זאב,3,"7,885","3,769",47.8
אזור יהודה והשומרון,3730,גבעת זאב,4,"4,863","4,733",97.3
אזור יהודה והשומרון,3613,גיתית,0,497,..,..
אזור יהודה והשומרון,3823,גני מודיעין,0,"2,716","1,516",55.8
אזור יהודה והשומרון,3747,דולב,0,"1,513",..,..
אזור יהודה והשומרון,3603,הר גילה,0,"1,627",..,..
אזור יהודה והשומרון,3764,חגי,0,676,..,..
אזור יהודה והשומרון,3646,חמדת,0,310,..,..
אזור יהודה והשומרון,3609,חמרה,0,259,..,..
אזור יהודה והשומרון,3770,חשמונאים,0,"2,712",..,..
אזור יהודה והשומרון,3788,טלמון,0,"4,882",377,7.7
אזור יהודה והשומרון,3607,"ייט""ב",0,322,..,..
אזור יהודה והשומרון,3749,יצהר,0,"1,838",..,..
אזור יהודה והשומרון,3564,כוכב השחר,0,"2,450",368,15.0
אזור יהודה והשומרון,3779,כוכב יעקב,0,"9,116","5,977",65.6
אזור יהודה והשומרון,3638,כפר אדומים,0,"4,785",..,..
אזור יהודה והשומרון,3488,כפר עציון,0,"1,203",..,..
אזור יהודה והשומרון,3572,כפר תפוח,0,"1,473",..,..
אזור יהודה והשומרון,3656,כרמל,0,447,..,..
אזור יהודה והשומרון,3709,מבוא חורון,0,"2,686",414,15.4
אזור יהודה והשומרון,3561,מגדל עוז,0,576,..,..
אזור יהודה והשומרון,3797,מודיעין עילית,2,"20,679","20,623",99.7
אזור יהודה והשומרון,3797,מודיעין עילית,3,"4,455","4,454",100.0
אזור יהודה והשומרון,3797,מודיעין עילית,4,"22,110","22,094",99.9
אזור יהודה והשומרון,3797,מודיעין עילית,5,"4,699","4,664",99.3
אזור יהודה והשומרון,3797,מודיעין עילית,6,"4,047","3,973",98.2
אזור יהודה והשומרון,3797,מודיעין עילית,7,"12,827","12,802",99.8
אזור יהודה והשומרון,3797,מודיעין עילית,8,"9,150","9,141",99.9
אזור יהודה והשומרון,3599,מחולה,0,629,..,..
אזור יהודה והשומרון,3657,מעון,0,594,..,..
אזור יהודה והשומרון,3616,מעלה אדומים,2,"4,264",..,..
אזור יהודה והשומרון,3616,מעלה אדומים,3,"7,455",..,..
אזור יהודה והשומרון,3616,מעלה אדומים,4,"3,449",..,..
אזור יהודה והשומרון,3616,מעלה אדומים,5,"3,838",280,7.3
אזור יהודה והשומרון,3616,מעלה אדומים,6,"2,281",295,12.9
אזור יהודה והשומרון,3616,מעלה אדומים,7,"3,759",233,6.2
אזור יהודה והשומרון,3616,מעלה אדומים,8,"4,549",..,..
אזור יהודה והשומרון,3616,מעלה אדומים,9,"4,627",..,..
אזור יהודה והשומרון,3616,מעלה אדומים,10,"3,624",..,..
אזור יהודה והשומרון,3608,מעלה אפרים,0,"1,255",..,..
אזור יהודה והשומרון,3752,מעלה לבונה,0,946,..,..
אזור יהודה והשומרון,3576,מצפה יריחו,0,"2,577",53,2.1
אזור יהודה והשומרון,3610,מצפה שלם,0,244,..,..
אזור יהודה והשומרון,3785,משכיות,0,333,..,..
אזור יהודה והשומרון,3648,מתתיהו,0,898,756,84.3
אזור יהודה והשומרון,3573,נווה צוף,0,"1,494",..,..
אזור יהודה והשומרון,3726,נוקדים,0,"2,591",..,..
אזור יהודה והשומרון,3767,נחליאל,0,735,..,..
אזור יהודה והשומרון,3658,עטרת,0,943,..,..
אזור יהודה והשומרון,3765,עלי,0,"4,601",..,..
אזור יהודה והשומרון,3660,עמנואל,0,"4,129","3,659",88.6
אזור יהודה והשומרון,3748,עתניאל,0,980,..,..
אזור יהודה והשומרון,3768,פדואל,0,"2,044",..,..
אזור יהודה והשומרון,3723,פני חבר,0,678,..,..
אזור יהודה והשומרון,3791,צופים,0,"2,433",..,..
אזור יהודה והשומרון,3557,קדומים,0,"4,586",..,..
אזור יהודה והשומרון,3601,קליה,0,465,..,..
אזור יהודה והשומרון,3611,קריית ארבע,0,"7,338",..,..
אזור יהודה והשומרון,3640,קרני שומרון,0,"9,417",..,..
אזור יהודה והשומרון,3571,שבי שומרון,0,"1,031",..,..
אזור יהודה והשומרון,3578,שדמות מחולה,0,665,..,..
אזור יהודה והשומרון,3641,שילה,0,"4,483",102,2.3
אזור יהודה והשומרון,3719,תלם,0,478,..,..
אזור יהודה והשומרון,3563,תקוע,0,"4,168",..,..
,,,,,,
